"synsetid","wordid","casedwordid","lemma","senseid","sensenum","lexid","tagcount","sensekey","cased","pos","lexdomainid","definition","sampleset"
107948110,82915,20316,"may wine",114665,1,0,0,"may_wine%1:13:00::","May wine","n",13,"a punch made of Moselle and sugar and sparkling water or champagne flavored with sweet woodruff",NULL
107948279,41013,NULL,"eggnog",57897,1,0,0,"eggnog%1:13:00::",NULL,"n",13,"a punch made of sweetened milk or cream mixed with eggs and usually alcoholic liquor",NULL
107948416,58231,NULL,"glogg",80684,1,0,0,"glogg%1:13:00::",NULL,"n",13,"Scandinavian punch made of claret and aquavit with spices and raisins and orange peel and sugar",NULL
107948563,21636,NULL,"cassiri",29472,1,0,0,"cassiri%1:13:00::",NULL,"n",13,"a drink resembling beer; made from fermented cassava juice",NULL
107948694,124599,NULL,"spruce beer",174297,1,0,0,"spruce_beer%1:13:00::",NULL,"n",13,"a brew made by fermenting molasses and other sugars with the sap of spruce trees (sometimes with malt)",NULL
107948854,111734,NULL,"rickey",155105,1,0,0,"rickey%1:13:00::",NULL,"n",13,"a mixed drink made of sweetened lime juice and soda water usually with liquor",NULL
107949002,57810,NULL,"gin rickey",80065,1,0,0,"gin_rickey%1:13:00::",NULL,"n",13,"a rickey made with gin",NULL
107949081,130787,NULL,"tea",183748,5,2,0,"tea%1:13:02::",NULL,"n",13,"dried leaves of the tea shrub; used to make tea","the store shelves held many different kinds of tea|they threw the tea into Boston harbor"
107949081,130803,NULL,"tea leaf",183770,1,0,0,"tea_leaf%1:13:00::",NULL,"n",13,"dried leaves of the tea shrub; used to make tea","the store shelves held many different kinds of tea|they threw the tea into Boston harbor"
107949394,130788,NULL,"tea bag",183755,1,0,0,"tea_bag%1:13:00::",NULL,"n",13,"a measured amount of tea in a bag for an individual serving of tea",NULL
107949514,130787,NULL,"tea",183746,1,0,5,"tea%1:13:00::",NULL,"n",13,"a beverage made by steeping tea leaves in water","iced tea is a cooling drink"
107949770,130819,NULL,"tea-like drink",183751,1,0,0,"tea-like_drink%1:13:00::",NULL,"n",13,"a beverage that resembles tea but is not made from tea leaves",NULL
107949892,19776,NULL,"cambric tea",27007,1,0,0,"cambric_tea%1:13:00::",NULL,"n",13,"a beverage for children containing hot water and milk and sugar and a small amount of tea",NULL
107950039,32450,NULL,"cuppa",45244,1,0,0,"cuppa%1:13:00::",NULL,"n",13,"a cup of tea",NULL
107950039,32451,NULL,"cupper",45245,1,0,0,"cupper%1:13:00::",NULL,"n",13,"a cup of tea",NULL
107950131,63479,NULL,"herb tea",87969,1,0,0,"herb_tea%1:13:00::",NULL,"n",13,"tea-like drink made of leaves of various herbs",NULL
107950131,63484,NULL,"herbal",87974,1,0,0,"herbal%1:13:00::",NULL,"n",13,"tea-like drink made of leaves of various herbs",NULL
107950131,63486,NULL,"herbal tea",87978,1,0,0,"herbal_tea%1:13:00::",NULL,"n",13,"tea-like drink made of leaves of various herbs",NULL
107950272,133479,NULL,"tisane",187491,1,0,0,"tisane%1:13:00::",NULL,"n",13,"infusion of e.g. dried or fresh flowers or leaves",NULL
107950392,19823,NULL,"camomile tea",27062,1,0,0,"camomile_tea%1:13:00::",NULL,"n",13,"tea-like drink made from camomile leaves and flowers",NULL
107950522,66963,NULL,"ice tea",92628,1,0,0,"ice_tea%1:13:00::",NULL,"n",13,"strong tea served over ice",NULL
107950522,66993,NULL,"iced tea",92648,1,0,0,"iced_tea%1:13:00::",NULL,"n",13,"strong tea served over ice",NULL
107950613,128118,NULL,"sun tea",179832,1,0,0,"sun_tea%1:13:00::",NULL,"n",13,"tea made by exposing tea leaves steeped in water to the direct rays of the sun; usually served with ice",NULL
107950770,14636,NULL,"black tea",19479,1,0,0,"black_tea%1:13:00::",NULL,"n",13,"fermented tea leaves",NULL
107950918,28865,NULL,"congo",39828,4,0,0,"congo%1:13:00::",NULL,"n",13,"black tea grown in China",NULL
107950918,28876,NULL,"congou",39843,1,0,0,"congou%1:13:00::",NULL,"n",13,"black tea grown in China",NULL
107950918,28877,NULL,"congou tea",39844,1,0,0,"congou_tea%1:13:00::",NULL,"n",13,"black tea grown in China",NULL
107950918,42487,10316,"english breakfast tea",59888,1,0,0,"english_breakfast_tea%1:13:00::","English breakfast tea","n",13,"black tea grown in China",NULL
107951040,33616,8631,"darjeeling",46828,1,0,0,"darjeeling%1:13:00::","Darjeeling","n",13,"a fine variety of black tea grown in northern India",NULL
107951148,93748,NULL,"orange pekoe",129038,1,0,0,"orange_pekoe%1:13:00::",NULL,"n",13,"a superior grade of black tea; grown in India and Sri Lanka and Java",NULL
107951148,98007,NULL,"pekoe",134858,1,0,0,"pekoe%1:13:00::",NULL,"n",13,"a superior grade of black tea; grown in India and Sri Lanka and Java",NULL
107951283,122816,NULL,"soochong",171572,1,0,0,"soochong%1:13:00::",NULL,"n",13,"a fine quality of black tea native to China",NULL
107951283,122967,NULL,"souchong",171808,1,0,0,"souchong%1:13:00::",NULL,"n",13,"a fine quality of black tea native to China",NULL
107951392,59929,NULL,"green tea",83061,1,0,0,"green_tea%1:13:00::",NULL,"n",13,"tea leaves that have been steamed and dried without fermenting",NULL
107951528,66837,NULL,"hyson",92460,1,0,0,"hyson%1:13:00::",NULL,"n",13,"a Chinese green tea with twisted leaves",NULL
107951619,93355,NULL,"oolong",128452,1,0,0,"oolong%1:13:00::",NULL,"n",13,"Chinese tea leaves that have been partially fermented before being dried",NULL
107951744,143166,NULL,"water",201192,6,0,0,"water%1:13:00::",NULL,"n",13,"a liquid necessary for the life of most animals and plants","he asked for a drink of water"
107951977,16412,NULL,"bottled water",22026,1,0,0,"bottled_water%1:13:00::",NULL,"n",13,"drinking water (often spring water) that is put into bottles and offered for sale",NULL
107952118,16890,NULL,"branch water",22738,1,0,0,"branch_water%1:13:00::",NULL,"n",13,"pure natural water from a stream or brook; often distinguished from soda water",NULL
107952255,124558,NULL,"spring water",174232,2,0,0,"spring_water%1:13:00::",NULL,"n",13,"water from a spring",NULL
107952333,127879,NULL,"sugar water",179489,1,0,0,"sugar_water%1:13:00::",NULL,"n",13,"water sweetened with sugar",NULL
107952417,130378,NULL,"tap water",183195,1,0,0,"tap_water%1:13:00::",NULL,"n",13,"water directly from the spigot",NULL
107952503,39235,NULL,"drinking water",55422,1,0,1,"drinking_water%1:13:00::",NULL,"n",13,"water suitable for drinking",NULL
107952699,66967,NULL,"ice water",92632,1,0,3,"ice_water%1:13:00::",NULL,"n",13,"water served ice-cold or with ice",NULL
107952788,20860,NULL,"carbonated water",28422,1,0,0,"carbonated_water%1:13:00::",NULL,"n",13,"effervescent beverage artificially charged with carbon dioxide",NULL
107952788,26363,NULL,"club soda",36058,1,0,0,"club_soda%1:13:00::",NULL,"n",13,"effervescent beverage artificially charged with carbon dioxide",NULL
107952788,117487,NULL,"seltzer",163400,2,2,0,"seltzer%1:13:02::",NULL,"n",13,"effervescent beverage artificially charged with carbon dioxide",NULL
107952788,122285,NULL,"soda water",170836,1,0,0,"soda_water%1:13:00::",NULL,"n",13,"effervescent beverage artificially charged with carbon dioxide",NULL
107952788,123451,NULL,"sparkling water",172524,1,0,0,"sparkling_water%1:13:00::",NULL,"n",13,"effervescent beverage artificially charged with carbon dioxide",NULL
107952985,85225,NULL,"mineral water",117618,1,1,0,"mineral_water%1:13:01::",NULL,"n",13,"water naturally or artificially impregnated with mineral salts or gasses; often effervescent; often used therapeutically",NULL
107953219,117487,NULL,"seltzer",163399,1,1,0,"seltzer%1:13:01::",NULL,"n",13,"naturally effervescent mineral water",NULL
107953309,141583,33041,"vichy water",198833,1,1,0,"vichy_water%1:13:01::","Vichy water","n",13,"sparkling mineral water from springs at Vichy, France or water similar to it",NULL
107953443,17387,NULL,"brine",23557,2,0,0,"brine%1:13:00::",NULL,"n",13,"a strong solution of salt and water used for pickling",NULL
